Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehiclePrice,DriverRating,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,FraudFound
Dec,3,Friday,Pontiac,1,Tuesday,Jan,3,0,Married,41,0,Sedan - All Perils,1,3,3,5,0,0,1,3,1,1,1
Apr,4,Saturday,Pontiac,1,Tuesday,May,1,0,Married,64,1,Sedan - Collision,2,3,2,6,0,0,1,1,3,1,0
Sep,5,Friday,Mazda,1,Monday,Oct,1,0,Single,25,1,Sedan - Collision,5,4,3,3,0,0,3,1,1,1,0
Oct,1,Saturday,Toyota,1,Tuesday,Oct,2,0,Single,21,0,Sedan - Collision,2,2,2,3,0,0,1,1,1,1,0
Dec,4,Tuesday,Pontiac,0,Wednesday,Mar,3,0,Married,31,0,Sedan - All Perils,1,2,1,4,0,0,1,1,1,1,0
Apr,3,Monday,Pontiac,1,Monday,Apr,3,0,Single,39,1,Sedan - Collision,2,1,1,6,0,0,4,4,2,1,0
Feb,4,Wednesday,Honda,0,Monday,Feb,5,1,Married,37,0,Sedan - All Perils,1,1,1,3,0,0,3,1,1,1,0
Feb,3,Monday,Other,1,Tuesday,Feb,3,0,Married,41,1,Sedan - Collision,2,4,4,5,0,0,2,1,1,1,0
Aug,2,Thursday,Pontiac,1,Wednesday,Aug,3,0,Married,37,1,Sedan - All Perils,2,4,1,5,0,0,2,1,1,1,0
Jun,4,Saturday,Mazda,0,Monday,Jun,4,0,Married,28,1,Sedan - Collision,3,1,3,5,0,0,3,1,1,1,0
Jun,1,Friday,Chevrolet,1,Monday,Sep,2,0,Married,57,1,Sedan - Collision,2,1,1,6,0,0,4,1,1,1,0
Jun,1,Friday,Toyota,1,Tuesday,Jun,3,0,Married,61,1,Sedan - Collision,2,2,1,6,1,0,1,1,1,1,0
Jan,5,Tuesday,Mazda,1,Tuesday,Jan,5,0,Married,69,1,Sedan - Liability,2,4,4,6,0,0,2,1,1,1,0
Jan,5,Tuesday,Honda,1,Thursday,Feb,2,0,Married,67,1,Sedan - Collision,2,1,2,6,0,0,2,1,1,1,0
Feb,1,Thursday,Chevrolet,1,Monday,Feb,1,0,Married,52,1,Sedan - All Perils,5,4,2,6,0,0,3,1,1,1,0
Jul,4,Monday,Toyota,1,Thursday,Sep,1,0,Single,23,1,Sedan - Liability,2,1,3,4,0,0,3,1,1,1,0
Jun,4,Wednesday,Pontiac,1,Friday,Jun,4,0,Married,38,1,Sedan - Liability,1,4,4,5,0,0,1,1,1,1,0
Jan,2,Monday,Toyota,1,Wednesday,Jan,2,0,Married,32,0,Sedan - Collision,2,4,3,5,0,0,1,1,1,1,0
Jan,2,Monday,Honda,1,Tuesday,Jan,2,0,Married,26,1,Sedan - Liability,2,2,4,4,0,0,4,1,1,1,0
Jan,2,Monday,Toyota,1,Tuesday,Jan,2,0,Married,57,1,Sedan - All Perils,2,1,3,6,0,0,1,1,1,1,0
Nov,3,Monday,Pontiac,1,Monday,Nov,3,0,Married,29,1,Sedan - Liability,5,2,3,4,0,0,1,1,1,1,0
Oct,3,Tuesday,Other,1,Wednesday,Oct,4,0,Married,26,0,Sedan - Collision,3,2,1,5,0,0,1,1,3,1,0
Oct,3,Tuesday,Other,1,Tuesday,Oct,5,1,Single,30,1,Sedan - Collision,5,1,3,4,0,0,3,1,1,1,0
Dec,4,Thursday,Pontiac,0,Wednesday,Jan,1,0,Married,41,1,Sedan - Collision,2,2,2,5,0,0,3,1,1,1,1
Oct,4,Wednesday,Pontiac,1,Thursday,Oct,4,0,Married,65,1,Sedan - Liability,5,4,4,5,0,0,3,1,1,1,0
Jun,2,Monday,Pontiac,1,Thursday,Jun,4,0,Married,33,1,Sedan - Collision,2,1,1,4,0,0,1,1,1,1,0
Apr,2,Friday,Mazda,1,Friday,Apr,2,0,Married,44,1,Sedan - All Perils,2,2,3,4,0,0,1,4,2,1,0
Dec,4,Thursday,Chevrolet,1,Monday,Jan,1,0,Married,26,1,Sedan - Collision,2,2,3,5,0,0,1,1,1,1,1
Mar,5,Tuesday,Other,1,Tuesday,Apr,1,0,Married,32,0,Sedan - Collision,5,2,1,4,0,0,2,1,1,1,0
Mar,4,Thursday,Other,1,Friday,Mar,4,0,Married,29,1,Sedan - All Perils,1,3,1,4,0,0,1,1,1,1,0
Dec,4,Thursday,Chevrolet,1,Tuesday,Jan,2,0,Married,26,1,Sedan - All Perils,2,4,1,4,0,0,3,1,1,1,1
Mar,1,Wednesday,Pontiac,0,Thursday,Mar,1,1,Single,37,1,Sedan - Collision,2,4,3,5,0,0,4,1,1,1,0
Mar,1,Thursday,Pontiac,1,Friday,Mar,1,0,Married,33,1,Sedan - Liability,2,1,2,4,0,0,3,1,1,1,0
Jan,3,Monday,Pontiac,1,Saturday,Jan,4,0,Married,54,1,Sedan - All Perils,2,2,1,6,0,0,3,1,1,1,0
Jan,3,Monday,Mazda,1,Tuesday,Jan,3,0,Single,26,1,Sedan - Liability,3,4,4,5,0,0,4,1,1,1,0
Jan,3,Sunday,Chevrolet,1,Tuesday,Jan,3,0,Single,32,1,Sedan - Liability,2,4,3,4,0,0,2,1,1,1,0
Aug,3,Wednesday,Mazda,1,Wednesday,Jan,3,1,Single,23,1,Sedan - Liability,2,3,4,3,0,0,2,1,1,1,0
Aug,4,Monday,Honda,1,Thursday,Mar,3,0,Single,16,1,Sedan - Collision,5,1,1,1,0,0,1,1,1,1,0
Feb,3,Saturday,Pontiac,1,Monday,Mar,4,0,Single,31,0,Sedan - Collision,1,1,2,4,0,0,3,1,1,1,0
Dec,4,Friday,Honda,1,Tuesday,Jan,1,0,Single,16,0,Sedan - Collision,5,4,1,1,0,0,1,1,1,1,0
Feb,3,Thursday,Other,1,Tuesday,Feb,5,0,Married,42,1,Sedan - All Perils,1,4,2,5,0,0,3,1,3,1,0
Feb,3,Thursday,Other,0,Friday,Feb,3,0,Married,42,1,Sedan - Liability,3,2,3,5,0,0,1,1,1,1,0
Feb,3,Friday,Toyota,1,Monday,Feb,3,0,Single,32,1,Sedan - Collision,2,2,2,5,0,0,1,1,1,1,0
Feb,2,Wednesday,Other,1,Thursday,Feb,2,0,Married,51,1,Sedan - Collision,2,2,3,6,0,0,1,1,1,1,0
Jan,3,Monday,Honda,1,Tuesday,Jan,3,0,Single,19,0,Sport - Collision,5,4,3,2,0,0,1,1,1,1,0
Jan,3,Monday,Pontiac,1,Tuesday,Jan,4,0,Married,26,1,Sedan - All Perils,2,1,3,5,0,0,1,1,1,1,0
Jan,3,Monday,Pontiac,1,Monday,Jan,4,0,Single,29,1,Sedan - Collision,2,2,2,3,0,0,1,4,2,1,0
Jan,3,Wednesday,Pontiac,1,Thursday,Jan,3,0,Married,29,1,Sedan - Liability,3,2,3,4,0,0,1,1,1,1,0
Dec,5,Friday,Mazda,1,Tuesday,Jan,1,0,Married,29,0,Sport - Collision,5,2,3,5,0,0,4,1,1,1,0
Dec,5,Friday,Pontiac,1,Monday,Jan,1,0,Single,44,1,Sedan - Liability,2,2,2,6,0,0,4,3,1,1,0
Dec,5,Saturday,Other,1,Wednesday,Jan,1,0,Married,49,1,Sedan - Collision,5,3,2,6,0,0,4,1,1,1,0
Dec,5,Saturday,Toyota,1,Tuesday,Jan,1,1,Married,47,1,Sedan - Collision,2,1,3,5,0,0,1,1,1,1,0
Aug,3,Thursday,Mazda,1,Thursday,Aug,3,0,Married,50,1,Sedan - Collision,2,3,2,5,0,0,4,1,1,1,0
Jun,5,Tuesday,Pontiac,1,Tuesday,Jun,5,0,Married,50,1,Sedan - Liability,3,2,3,6,0,0,4,1,1,1,0
Jun,1,Friday,Pontiac,1,Friday,Jun,1,0,Married,44,1,Sedan - Collision,2,2,1,6,0,0,1,1,1,1,0
May,2,Sunday,Other,1,Monday,May,2,0,Married,42,0,Sedan - All Perils,2,4,1,5,0,0,1,1,1,1,0
Apr,5,Thursday,Pontiac,1,Friday,Apr,5,0,Married,49,1,Sedan - Collision,3,1,2,6,0,0,2,1,1,1,0
Apr,1,Saturday,Toyota,1,Tuesday,Apr,1,0,Married,34,0,Sedan - Collision,2,4,3,4,0,0,2,1,1,1,0
Feb,4,Monday,Pontiac,1,Monday,Aug,5,1,Married,51,1,Sedan - Liability,2,2,2,5,0,0,1,1,1,1,0
Dec,4,Monday,Other,1,Monday,Jan,1,0,Married,26,0,Sedan - Collision,5,2,2,3,0,0,1,1,1,1,0
Feb,1,Saturday,Pontiac,1,Saturday,Feb,2,0,Married,39,1,Sedan - Liability,2,3,3,5,0,0,1,1,1,1,0
Feb,2,Monday,Chevrolet,1,Tuesday,Feb,2,1,Married,30,0,Sedan - All Perils,5,2,2,4,0,0,3,1,1,1,0
Feb,2,Monday,Honda,1,Monday,Feb,3,0,Single,16,1,Sedan - All Perils,5,3,2,1,0,0,1,1,1,1,0
Feb,1,Tuesday,Honda,1,Monday,Feb,2,0,Married,47,1,Sedan - Liability,2,3,2,6,0,0,3,1,1,1,0
Jan,2,Friday,Chevrolet,1,Wednesday,Jan,2,1,Married,33,1,Sedan - Liability,2,3,3,2,0,0,3,1,1,1,0
Jan,2,Saturday,Pontiac,1,Monday,Jan,2,0,Single,31,1,Sedan - Collision,2,4,1,4,0,0,4,1,1,1,0
Jan,2,Monday,Toyota,0,Monday,Jan,2,0,Married,50,1,Sedan - Collision,2,4,1,6,0,0,2,1,1,1,0
Jan,2,Sunday,Chevrolet,1,Wednesday,Jan,3,0,Married,78,1,Sedan - Collision,2,1,2,6,0,0,4,2,2,1,0
Jan,2,Sunday,Honda,1,Friday,Jan,3,0,Married,41,1,Sedan - Liability,3,3,1,5,0,0,1,1,1,1,0
Jan,1,Tuesday,Honda,1,Friday,Jan,3,0,Single,39,1,Sport - Collision,5,4,1,5,0,0,3,1,1,1,0
Jan,1,Wednesday,Toyota,1,Monday,Jan,2,0,Married,33,1,Sedan - All Perils,1,2,2,5,0,0,1,1,1,1,0
Jan,1,Thursday,Honda,1,Tuesday,Jan,2,0,Single,16,1,Sedan - Liability,5,2,3,1,0,0,1,1,1,1,0
Dec,2,Monday,Pontiac,1,Monday,Dec,4,1,Married,48,1,Sedan - All Perils,2,4,3,5,0,0,3,1,1,1,0
Dec,3,Wednesday,Honda,1,Monday,Jan,1,0,Single,16,1,Sedan - Liability,5,4,2,1,0,0,1,1,1,1,0
Dec,2,Sunday,Honda,1,Wednesday,Feb,1,0,Single,16,1,Sedan - All Perils,5,4,1,1,0,0,1,1,1,1,0
Dec,4,Tuesday,Pontiac,1,Friday,Jan,4,0,Married,30,1,Sedan - Liability,2,2,4,5,0,0,2,1,1,1,0
Mar,3,Saturday,Honda,1,Wednesday,Jan,2,0,Single,16,1,Sedan - All Perils,5,2,1,1,0,0,1,1,1,1,0
Dec,4,Tuesday,Pontiac,1,Thursday,Jan,2,0,Married,38,1,Sedan - Liability,2,2,2,5,0,0,2,1,1,1,0
Dec,5,Tuesday,Toyota,1,Tuesday,Jan,2,0,Married,28,1,Sedan - All Perils,1,3,2,5,0,0,4,1,1,1,0
Dec,5,Tuesday,Honda,1,Tuesday,Jan,1,0,Married,33,1,Sedan - All Perils,1,4,1,4,0,0,2,1,1,1,0
Jan,1,Monday,Mazda,1,Monday,Jan,1,1,Single,38,1,Sedan - Liability,3,1,3,6,0,0,3,1,1,1,0
Jan,1,Tuesday,Honda,1,Friday,Jan,2,0,Single,16,1,Sedan - Liability,5,4,3,1,0,0,1,1,3,1,0
Jan,1,Tuesday,Pontiac,1,Tuesday,Jan,1,0,Married,31,1,Sedan - Collision,3,4,4,5,0,0,3,1,1,1,0
Jan,1,Thursday,Chevrolet,1,Friday,Jan,2,0,Married,36,1,Sedan - Liability,3,2,4,5,0,0,4,1,1,1,0
Jan,1,Wednesday,Pontiac,1,Thursday,Jan,2,0,Married,27,0,Sedan - Liability,3,4,1,5,0,0,3,1,1,1,0
Jan,2,Saturday,Toyota,1,Wednesday,Jan,2,1,Married,60,1,Sedan - All Perils,1,1,3,6,0,0,3,1,1,1,0
Jan,2,Sunday,Honda,0,Tuesday,Jan,2,0,Married,72,0,Sedan - All Perils,2,2,1,5,0,0,1,1,1,1,0
Jan,2,Sunday,Other,1,Wednesday,Jan,2,0,Married,44,1,Sedan - Liability,5,2,4,6,0,0,1,1,1,1,0
Jan,3,Monday,Honda,1,Monday,Jan,3,0,Single,16,1,Sedan - Liability,5,1,3,1,0,0,1,4,2,1,0
Jan,1,Monday,Pontiac,1,Wednesday,Jan,4,1,Single,77,1,Sedan - All Perils,1,1,1,4,0,0,1,1,1,1,0
Jan,3,Tuesday,Honda,1,Monday,Jan,4,0,Single,40,0,Sedan - Liability,2,1,2,5,0,0,1,1,1,1,0
Dec,5,Wednesday,Pontiac,1,Wednesday,Jan,1,0,Single,43,1,Sedan - Collision,4,4,3,5,0,0,4,1,1,1,1
Jan,3,Saturday,Honda,1,Monday,Jan,4,0,Married,33,0,Sedan - Collision,3,4,2,4,0,0,1,1,1,1,0
Jan,1,Tuesday,Chevrolet,1,Wednesday,Mar,2,0,Married,36,0,Sedan - All Perils,2,3,2,5,0,0,3,1,1,1,0
Dec,5,Thursday,Pontiac,1,Monday,Jan,3,0,Single,21,0,Sedan - Collision,2,3,3,2,0,0,1,1,1,1,0
Dec,5,Friday,Honda,1,Tuesday,Jan,1,1,Single,21,1,Sedan - Collision,2,2,3,3,0,0,1,1,1,1,0
Dec,3,Tuesday,Pontiac,1,Monday,Jan,5,0,Single,33,0,Sedan - Collision,3,1,3,4,0,0,2,1,1,1,0
Feb,1,Saturday,Pontiac,1,Monday,Feb,3,0,Married,75,1,Sedan - All Perils,5,2,3,5,0,0,2,1,1,1,0
May,2,Sunday,Toyota,0,Monday,May,2,0,Single,34,1,Sedan - All Perils,2,1,3,5,0,0,3,1,1,1,0
Apr,4,Wednesday,Other,1,Monday,May,5,0,Single,31,1,Sedan - All Perils,5,2,3,3,0,0,3,1,1,1,0
Apr,1,Tuesday,Honda,1,Tuesday,Apr,1,0,Married,31,1,Sedan - Liability,2,4,3,4,0,0,1,3,1,1,0
Apr,1,Monday,Pontiac,0,Monday,Apr,1,0,Married,47,1,Sedan - Liability,2,4,4,4,0,0,3,1,1,1,0
Dec,5,Friday,Pontiac,0,Tuesday,Jan,2,0,Married,46,1,Sedan - All Perils,1,1,1,6,0,0,1,2,1,1,1
Dec,5,Friday,Honda,1,Tuesday,Jan,1,0,Single,16,1,Sedan - All Perils,5,3,2,1,0,0,1,1,1,1,1
Oct,1,Monday,Honda,1,Monday,Oct,1,0,Married,35,1,Sedan - Liability,2,1,3,4,0,0,1,1,1,1,0
Oct,1,Tuesday,Pontiac,1,Friday,Oct,2,0,Married,31,1,Sedan - Collision,2,4,1,5,0,0,3,1,1,1,0
Mar,2,Friday,Other,1,Friday,Mar,2,1,Single,33,1,Sedan - Liability,2,2,4,4,0,0,4,1,1,1,0
Apr,1,Wednesday,Honda,1,Thursday,Apr,2,0,Single,35,1,Sedan - Collision,3,3,1,5,0,0,3,1,1,1,0
Mar,5,Wednesday,Pontiac,0,Tuesday,Apr,1,1,Married,45,0,Sedan - Liability,2,2,2,5,0,0,1,1,1,1,0
Dec,5,Friday,Honda,1,Monday,Jan,2,0,Single,16,1,Utility - All Perils,5,1,2,1,0,0,1,4,2,1,1
May,4,Thursday,Other,1,Monday,Jun,2,0,Single,50,1,Utility - All Perils,5,3,1,6,0,0,4,1,1,1,0
Jan,1,Saturday,Honda,1,Wednesday,Jan,1,0,Single,16,1,Sedan - Collision,5,4,2,1,0,0,1,1,1,1,1
May,4,Thursday,Pontiac,1,Thursday,May,4,0,Married,42,1,Sedan - Collision,2,1,1,5,0,0,1,1,1,1,0
Apr,4,Sunday,Mazda,1,Monday,Apr,4,1,Single,32,1,Sedan - Liability,2,1,3,3,0,0,1,1,1,1,0
Mar,3,Wednesday,Other,1,Thursday,Mar,3,0,Married,49,0,Sedan - Collision,5,4,4,6,0,0,4,1,1,1,0
Mar,1,Wednesday,Other,1,Monday,Mar,1,0,Married,53,1,Sedan - All Perils,2,1,1,5,0,0,4,1,1,1,0
Apr,3,Thursday,Chevrolet,1,Thursday,Apr,3,0,Married,32,1,Sedan - Collision,2,3,1,5,0,0,3,1,1,1,0
Apr,2,Wednesday,Honda,1,Wednesday,Apr,4,0,Married,52,1,Sedan - All Perils,2,2,1,6,0,0,1,1,1,1,0
Jun,2,Tuesday,Honda,1,Thursday,Jun,4,0,Married,41,0,Sedan - All Perils,2,2,3,5,0,0,1,1,1,1,0
Jun,2,Monday,Mazda,1,Tuesday,Jun,2,1,Single,36,1,Sedan - Liability,3,2,3,5,0,0,4,1,1,1,0
Nov,2,Friday,Honda,0,Tuesday,Nov,3,1,Married,46,1,Sedan - Collision,3,2,1,5,0,0,3,1,1,1,0
Jul,3,Thursday,Honda,1,Friday,Jul,3,0,Married,32,0,Sedan - Collision,3,3,4,5,0,0,4,1,1,1,0
Jun,1,Friday,Toyota,1,Tuesday,Jun,2,0,Married,32,1,Sedan - Collision,3,1,3,4,0,0,2,1,3,1,0
Mar,3,Thursday,Chevrolet,1,Friday,Mar,3,0,Married,31,0,Sedan - All Perils,2,3,2,4,0,0,2,1,1,1,0
Nov,1,Friday,Toyota,1,Monday,Nov,1,0,Married,43,1,Sedan - Liability,3,2,3,5,0,0,1,1,1,1,0
Nov,1,Friday,Pontiac,1,Tuesday,Nov,2,1,Married,30,1,Sedan - Collision,2,1,3,4,0,0,1,1,1,1,0
Jun,4,Wednesday,Toyota,1,Thursday,Jun,4,0,Married,60,1,Sedan - Collision,2,4,3,6,0,0,1,1,1,1,0
Jun,4,Wednesday,Other,1,Friday,Jun,4,0,Single,55,1,Sedan - All Perils,5,3,1,6,0,0,1,1,1,1,0
Mar,5,Thursday,Honda,1,Thursday,Mar,5,0,Married,27,1,Sedan - Collision,3,4,4,5,0,0,4,1,1,1,0
Aug,4,Tuesday,Toyota,1,Monday,Aug,5,1,Married,29,1,Sedan - Collision,2,2,1,5,0,0,3,1,1,1,0
Aug,2,Saturday,Honda,1,Wednesday,Aug,3,0,Single,25,1,Sport - Collision,5,1,1,4,0,0,4,4,2,1,0
Apr,3,Monday,Toyota,1,Monday,Apr,3,0,Married,38,1,Sedan - Liability,5,2,1,5,0,0,1,1,1,1,0
Apr,3,Monday,Toyota,1,Tuesday,Apr,4,0,Married,26,1,Sedan - Collision,3,4,1,4,0,0,1,1,1,1,0
Feb,4,Wednesday,Pontiac,1,Tuesday,Mar,1,0,Married,56,1,Sedan - All Perils,1,4,2,6,0,0,2,1,1,1,0
Feb,4,Tuesday,Pontiac,1,Friday,Feb,4,0,Married,47,0,Sedan - Collision,5,2,3,6,0,0,4,1,1,1,0
Sep,4,Sunday,Toyota,1,Tuesday,Oct,2,0,Married,29,1,Sedan - Collision,3,3,1,5,0,0,1,1,1,1,0
Jul,2,Tuesday,Honda,1,Tuesday,Jul,2,0,Single,31,1,Sedan - Liability,2,1,2,3,0,0,2,1,1,1,0
Jan,4,Thursday,Honda,1,Friday,Jan,4,0,Married,46,0,Sedan - Liability,2,1,3,5,0,0,1,1,1,1,0
Sep,4,Monday,Chevrolet,1,Wednesday,Sep,4,0,Married,60,1,Sedan - All Perils,2,2,2,6,0,0,3,1,1,1,0
Sep,3,Monday,Pontiac,1,Thursday,Sep,4,0,Single,30,1,Sedan - Collision,2,3,2,4,0,0,4,1,1,1,0
Aug,5,Tuesday,Other,0,Thursday,Sep,1,0,Married,51,1,Sedan - All Perils,4,2,2,6,0,0,4,1,1,1,0
Mar,3,Friday,Chevrolet,0,Wednesday,Mar,4,0,Married,80,1,Sedan - All Perils,3,3,1,6,0,0,4,1,1,1,0
Mar,3,Saturday,Honda,1,Thursday,Mar,4,0,Single,16,1,Sedan - All Perils,5,2,2,1,0,0,1,1,1,1,0
Nov,1,Friday,Other,1,Friday,Nov,2,0,Married,52,1,Sedan - All Perils,5,1,2,6,0,0,1,1,1,1,0
Nov,1,Friday,Toyota,1,Friday,Nov,1,0,Married,36,1,Sedan - Liability,2,1,3,4,0,0,1,1,1,1,0
Sep,5,Thursday,Honda,1,Wednesday,Oct,1,0,Married,67,0,Sedan - All Perils,2,2,3,5,0,0,2,1,1,1,0
Sep,1,Sunday,Pontiac,1,Wednesday,Oct,2,1,Single,58,1,Sedan - Liability,2,2,3,5,0,0,1,1,1,1,0
Mar,2,Wednesday,Toyota,1,Monday,Mar,2,1,Single,31,1,Sedan - Collision,2,4,2,4,0,0,2,1,1,1,0
Mar,2,Tuesday,Chevrolet,1,Tuesday,Mar,2,0,Married,50,0,Sedan - All Perils,2,2,3,6,0,0,4,1,1,1,0
Mar,2,Tuesday,Pontiac,1,Monday,Mar,3,0,Married,50,0,Sedan - All Perils,3,4,2,6,0,0,1,1,1,1,0
Mar,2,Wednesday,Chevrolet,1,Wednesday,Mar,2,1,Married,55,1,Sedan - Liability,2,3,1,6,0,1,4,1,1,1,0
Mar,1,Friday,Toyota,0,Sunday,Mar,1,0,Married,36,1,Sedan - All Perils,1,4,2,5,0,0,2,3,2,1,0
Aug,1,Tuesday,Other,1,Wednesday,Aug,1,0,Single,31,1,Sedan - Collision,5,4,1,4,0,0,1,1,1,1,0
Sep,1,Monday,Honda,1,Thursday,Sep,2,0,Single,23,1,Sedan - Collision,2,3,2,3,0,0,4,1,1,1,0
Jan,1,Monday,Mazda,1,Tuesday,Jan,1,0,Married,34,0,Sedan - Collision,2,3,1,5,0,0,1,1,1,1,0
May,3,Saturday,Pontiac,1,Monday,May,3,0,Married,30,1,Sedan - Collision,3,4,1,4,0,0,3,1,1,1,0
Feb,2,Friday,Toyota,0,Friday,Feb,2,1,Married,45,0,Sedan - Collision,2,3,3,4,0,0,1,1,1,1,0
Jun,3,Monday,Pontiac,1,Monday,Oct,1,0,Married,37,1,Utility - All Perils,5,3,3,6,0,0,2,1,1,1,0
Jun,3,Monday,Toyota,1,Wednesday,Jun,5,1,Married,35,0,Sedan - Liability,5,3,1,5,0,0,4,2,1,1,0
Apr,1,Wednesday,Chevrolet,1,Monday,Apr,2,0,Married,30,1,Utility - All Perils,5,1,3,3,0,0,1,1,1,1,0
Jan,1,Monday,Pontiac,1,Wednesday,Jan,1,0,Married,50,1,Sedan - All Perils,2,2,1,5,0,0,1,2,1,1,1
May,5,Saturday,Honda,1,Wednesday,Jun,3,0,Married,47,0,Sedan - Collision,2,1,2,6,0,0,2,1,1,1,0
Jun,3,Thursday,Honda,1,Friday,Jun,3,1,Single,26,0,Sedan - All Perils,1,3,1,3,0,0,3,1,1,1,0
Jun,2,Monday,Honda,1,Thursday,Jun,3,0,Married,59,1,Sedan - Collision,2,1,2,6,0,0,4,1,3,1,0
Jan,5,Monday,Mazda,1,Wednesday,Feb,1,0,Married,26,1,Sedan - Liability,3,2,3,4,0,0,1,1,1,1,0
Mar,4,Sunday,Toyota,1,Friday,Apr,2,0,Married,51,1,Sedan - Collision,2,2,3,6,0,0,4,1,1,1,0
Sep,2,Tuesday,Chevrolet,0,Wednesday,Sep,3,0,Married,42,1,Sedan - Collision,3,2,1,5,0,0,2,1,1,1,0
May,4,Friday,Mazda,1,Friday,May,4,0,Married,37,0,Sedan - Liability,2,4,2,5,0,0,3,1,1,1,0
Mar,3,Saturday,Honda,1,Monday,Mar,3,0,Single,31,1,Sedan - All Perils,5,4,1,4,0,0,4,1,1,1,0
Jul,2,Friday,Mazda,1,Monday,Jul,2,0,Single,35,1,Sedan - All Perils,2,4,1,4,0,0,4,1,1,1,0
Jul,2,Sunday,Toyota,1,Wednesday,Aug,5,1,Single,28,1,Sedan - Liability,2,4,3,4,0,0,2,1,1,1,0
Jul,1,Tuesday,Chevrolet,1,Tuesday,Jul,1,0,Married,26,1,Sedan - Liability,4,3,3,5,0,0,1,4,2,1,0
Aug,3,Tuesday,Honda,1,Thursday,Aug,3,0,Married,31,1,Sedan - Liability,3,3,2,4,0,0,4,1,1,1,0
Jan,1,Monday,Other,1,Monday,Jan,2,0,Married,61,1,Sedan - Collision,4,2,3,6,0,0,3,1,1,1,1
Feb,3,Wednesday,Honda,1,Friday,Feb,4,1,Single,35,0,Sedan - Liability,2,4,3,3,0,0,1,1,1,1,0
Oct,5,Friday,Other,1,Friday,Oct,5,0,Married,69,0,Sedan - All Perils,5,1,1,6,0,0,1,1,1,1,0
Oct,5,Friday,Honda,1,Monday,Nov,2,0,Married,40,1,Sedan - All Perils,1,4,1,5,0,0,3,1,1,1,0
Jan,1,Tuesday,Honda,1,Wednesday,Jan,4,0,Single,28,1,Sedan - All Perils,5,3,1,1,0,0,1,1,1,1,1
Jan,1,Tuesday,Other,1,Wednesday,Mar,4,0,Married,44,0,Sedan - All Perils,5,2,2,5,0,0,1,1,1,1,0
Feb,4,Sunday,Toyota,1,Monday,Feb,4,0,Married,77,1,Sedan - Collision,5,3,1,6,0,0,4,1,1,1,0
Jan,1,Tuesday,Honda,1,Tuesday,Jan,1,0,Single,16,1,Sedan - Liability,5,3,3,1,0,0,1,1,1,1,0
Feb,4,Saturday,Pontiac,1,Monday,Feb,4,0,Single,29,1,Sedan - Liability,3,2,3,5,0,0,2,1,1,1,0
Jun,5,Wednesday,Chevrolet,1,Saturday,Jul,1,0,Married,53,0,Sedan - Liability,5,2,3,5,0,0,3,1,1,1,0
May,1,Friday,Other,0,Monday,May,2,0,Single,29,0,Sedan - Liability,2,3,3,4,0,1,2,1,1,1,0
Apr,3,Wednesday,Mazda,1,Thursday,Apr,4,0,Single,28,1,Sedan - Collision,2,3,2,4,0,0,2,1,1,1,0
Nov,4,Tuesday,Honda,1,Wednesday,Nov,4,0,Single,22,0,Sedan - Collision,2,1,2,3,0,0,1,1,1,1,0
Aug,2,Tuesday,Pontiac,1,Friday,Aug,2,0,Married,34,0,Sedan - Liability,2,4,3,4,0,0,4,1,1,1,0
Aug,2,Monday,Toyota,1,Thursday,Aug,2,0,Married,30,1,Sedan - Liability,2,1,1,5,0,0,1,1,1,1,0
Mar,1,Thursday,Honda,1,Friday,Mar,1,0,Married,59,0,Sedan - All Perils,2,3,2,6,0,0,4,1,1,1,0
Mar,1,Friday,Mazda,1,Wednesday,Mar,2,0,Married,46,1,Sedan - Liability,2,4,4,5,0,0,1,4,2,1,0
Mar,1,Friday,Honda,1,Monday,Mar,2,1,Married,39,1,Sedan - Collision,4,4,1,5,0,0,1,1,1,1,0
Jun,1,Thursday,Pontiac,1,Thursday,Jun,1,0,Single,34,1,Sedan - Liability,3,2,4,5,0,0,1,1,1,1,0
Jan,1,Wednesday,Other,1,Tuesday,Jan,3,0,Married,52,0,Sedan - All Perils,5,4,1,6,0,0,1,1,1,1,0
Dec,3,Thursday,Honda,0,Friday,Dec,3,0,Married,47,1,Sedan - All Perils,2,3,1,6,0,0,2,1,1,1,0
Jul,1,Sunday,Mazda,1,Monday,Jul,1,1,Single,26,1,Sedan - Collision,3,2,1,4,0,0,3,1,1,1,0
Jan,1,Wednesday,Other,1,Monday,Jan,3,0,Married,54,1,Sedan - All Perils,5,4,4,6,0,0,3,1,1,1,1
Jul,1,Monday,Chevrolet,1,Thursday,Jul,1,0,Married,32,1,Sedan - Liability,5,3,4,4,0,0,2,1,1,1,0
Nov,3,Thursday,Pontiac,1,Monday,Nov,5,0,Married,28,1,Sedan - Collision,2,2,4,4,1,0,1,1,1,1,0
Nov,2,Wednesday,Pontiac,1,Tuesday,Nov,3,1,Married,29,0,Sedan - Collision,3,2,3,4,0,0,1,3,1,1,1
May,4,Saturday,Pontiac,1,Monday,May,4,0,Married,27,1,Sedan - Liability,2,1,3,4,0,0,1,1,1,1,0
